full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_bioguide_previous_0,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_house_history_alternate,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Marguerite Stitt Church","Marguerite","Church","Stitt",,,,,,"1892-09-13","F","C000389",,402528,1722,"Marguerite S. Church","Q649176","kg:/m/0c4yh8",10940,,,,,,,,,,
"Merwin Coad","Merwin","Coad",,,,,,,"1924-09-28","M","C000540",,402673,1861,"Merwin Coad","Q1751116","kg:/m/02rk7_c",11123,,,,,,,,,,
"Robert Eugene Cook","Robert","Cook","Eugene",,,,,,"1920-05-19","M","C000725",,402847,2023,"Robert E. Cook","Q7343747","kg:/m/03dn46",11360,,,,,,,,,,
"Laurence Curtis","Laurence","Curtis",,,,,,,"1893-09-03","M","C001011",,403118,2272,"Laurence Curtis","Q657767","kg:/m/0cvdp5",11717,,,,,,,,,,
"James Curran Davis","James","Davis","Curran",,,,,,"1895-05-17","M","D000109",,403245,2389,"James C. Davis","Q1680229","kg:/m/02q9db6",11965,,,,,,,,,,
"Edwin Benedict Dooley","Edwin","Dooley","Benedict",,,,,,"1905-04-13","M","D000425",,403537,2665,"Edwin B. Dooley","Q5346224","kg:/m/0kt1_6",12359,,,,,,,,,,
"Paul Howard Douglas","Paul","Douglas","Howard",,,,,,"1892-03-26","M","D000456",,403566,2691,"Paul Douglas","Q1372141","kg:/m/01s2pp",,,,,,,,,,,
"Edwin Russell Durno","Edwin","Durno","Russell",,,,,,"1899-01-26","M","D000575",,403678,10515,"Edwin Russell Durno","Q1294946","kg:/m/02pjh43",12541,,,,,,,,,,
"Henry Clarence Dworshak","Henry","Dworshak","Clarence",,,,,,"1894-08-29","M","D000585",,403688,2803,"Henry Dworshak","Q1606695","kg:/m/031vd9",12553,,,,,,,,,,
"Ivor David Fenton","Ivor","Fenton","David",,,,,,"1889-08-03","M","F000075",,404033,3105,"Ivor D. Fenton","Q6099354","kg:/m/0dztwd",13060,,,,,,,,,,
"James Beriah Frazier","James","Frazier","Beriah",,"Jr.",,,,"1890-06-23","M","F000353",,404300,3346,"James B. Frazier Jr.","Q1680034","kg:/m/02842yq",13418,,,,,,,,,,
"Peter Adams Garland","Peter","Garland","Adams",,,,,,"1923-06-16","M","G000069",,404442,10519,"Peter A. Garland","Q2073568","kg:/m/02ry1p_",13649,,,,,,,,,,
"Kathryn Elizabeth Granahan","Kathryn","Granahan","Elizabeth",,,,,,"1894-12-07","F","G000368",,404720,3743,"Kathryn E. Granahan","Q6026200","kg:/m/0dhmnf",14028,,,,,,,,,,
"Burr Powell Harrison","Burr","Harrison","Powell",,,,,,"1904-07-02","M","H000264",,405141,4125,"Burr Harrison","Q1016882","kg:/m/02vp0cy",14611,,,,,,,,,,
"John Joseph Hickey","John","Hickey","Joseph",,,,,,"1911-08-22","M","H000561",,405423,10806,"John J. Hickey","Q888075","kg:/m/08sqq0",,,,,,,,,,,
"Edgar Willard Hiestand","Edgar","Hiestand","Willard",,,,,,"1888-12-03","M","H000568",,405430,4388,"Edgar W. Hiestand","Q1284198","kg:/m/08n3vj",14989,,,,,,,,,,
"Clare Eugene Hoffman","Clare","Hoffman","Eugene",,,,,,"1875-09-10","M","H000683",,405536,4487,"Clare Hoffman","Q1095307","kg:/m/0dd368",15130,,,,,,,,,,
"Lester Holtzman","Lester","Holtzman",,,,,,,"1913-06-01","M","H000753",,405604,4548,"Lester Holtzman","Q1103441","kg:/m/0kt1wv",15214,,,,,,,,,,
"Frank Neville Ikard","Frank","Ikard","Neville",,,,,,"1913-01-30","M","I000007",,405869,4796,"Frank N. Ikard","Q1443840","kg:/m/0d9v0z",15626,,,,,,,,,,
"Thomas Francis Johnson","Thomas","Johnson","Francis",,,,,,"1909-06-26","M","J000176",,406072,4993,"Thomas Francis Johnson","Q499577","kg:/m/06f_wj",15918,,,,,,,,,,
"Walter Henry Judd","Walter","Judd","Henry",,,,,,"1898-09-25","M","J000278",,406170,5083,"Walter Judd (politician)","Q762215","kg:/m/07hs15",16047,,,,,,,,,,
"Carroll Dudley Kearns","Carroll","Kearns","Dudley",,,,,,"1900-05-07","M","K000032",,406202,5112,"Carroll D. Kearns","Q5046552","kg:/m/0dzz8x",16115,,,,,,,,,,
"Carey Estes Kefauver","Carey","Kefauver","Estes",,,,,,"1903-07-26","M","K000044",,406214,5122,"Estes Kefauver","Q1108617","kg:/m/01sssq",16133,,,,,,,,,,
"Robert Samuel Kerr","Robert","Kerr","Samuel",,,,,,"1896-09-11","M","K000144",,406310,5213,"Robert S. Kerr","Q381505","kg:/m/05tnvb",,,,,,,,,,,
"Paul Joseph Kilday","Paul","Kilday","Joseph",,,,,,"1900-03-29","M","K000171",,406335,5236,"Paul J. Kilday","Q1306989","kg:/m/03c2_1c",16290,,,,,,,,,,
"Alvin Paul Kitchin","Alvin","Kitchin","Paul",,,,,,"1908-09-13","M","K000249",,406408,5306,"Alvin Paul Kitchin","Q449203","kg:/m/0ksm1k",16387,,,,,,,,,,
"Frank Kowalski","Frank","Kowalski",,,,,,,"1907-10-18","M","K000320",,406474,5362,"Frank Kowalski","Q1443596","kg:/m/02q51t1",16484,,,,,,,,,,
"Thomas Joseph Lane","Thomas","Lane","Joseph",,,,,,"1898-07-06","M","L000065",,406574,5447,"Thomas J. Lane","Q2424969","kg:/m/0bydg0",16668,,,,,,,,,,
"Joseph Carlton Loser","Joseph","Loser","Carlton",,,,,,"1892-10-01","M","L000446",,406937,5783,"Joseph Carlton Loser","Q1706733","kg:/m/043fpd",17149,,,,,,,,,,
"Thaddeus Michael Machrowicz","Thaddeus","Machrowicz","Michael",,,,,,"1899-08-21","M","M000014",,407043,5880,"Thaddeus M. Machrowicz","Q2408338","kg:/m/026z_wr",17345,,,,,,,,,,
"Peter Francis Mack","Peter","Mack","Francis",,"Jr.",,,,"1916-11-01","M","M000020",,407048,5884,"Peter F. Mack Jr.","Q7173908","kg:/m/02rkc8x",17354,,,,,,,,,,
"Donald Hammer Magnuson","Donald","Magnuson","Hammer",,,,,,"1911-03-07","M","M000052",,407080,5912,"Donald H. Magnuson","Q1239926","kg:/m/02rmn16",17393,,,,,,,,,,
"Fred Marshall","Fred","Marshall",,,,,,,"1906-03-13","M","M000152",,407174,5998,"Fred Marshall (American politician)","Q1452443","kg:/m/0dgh0r",17512,,,,,,,,,,
"Noah Morgan Mason","Noah","Mason","Morgan",,,,,,"1882-07-19","M","M000224",,407242,6061,"Noah M. Mason","Q7002124","kg:/m/02rkc5t",17600,,,,,,,,,,
"Gordon Leo McDonough","Gordon","McDonough","Leo",,,,,,"1895-01-02","M","M000414",,407414,6220,"Gordon L. McDonough","Q1538048","kg:/m/02rhh0l",17845,,,,,,,,,,
"Patrick Vincent McNamara","Patrick","McNamara","Vincent",,,,,,"1894-10-04","M","M000582",,407573,6366,"Patrick V. McNamara","Q474461","kg:/m/03lhbp",,,,,,,,,,,
"Harold Barnett McSween","Harold","McSween","Barnett",,,,,,"1926-07-19","M","M000605",,407594,6386,"Harold B. McSween","Q1508458","kg:/m/0ds7w9",18084,,,,,,,,,,
"Walter Lewis McVey","Walter","McVey","Lewis",,"Jr.",,,,"1922-02-19","M","M000608",,407597,10536,"Walter Lewis McVey Jr.","Q2545377","kg:/m/02rm9v2",18087,,,,,,,,,,
"Chester Earl Merrow","Chester","Merrow","Earl",,,,,,"1906-11-15","M","M000664",,407650,6437,"Chester Earl Merrow","Q1070710","kg:/m/02rl4gg",18153,,,,,,,,,,
"Clement Woodnutt Miller","Clement","Miller","Woodnutt",,,,,,"1916-10-28","M","M000719",,407701,6477,"Clement Woodnutt Miller","Q949671","kg:/m/02rhdsr",18231,,,,,,,,,,
"Tom Van Horn Moorehead","Tom","Moorehead","Van Horn",,,,,,"1898-04-12","M","M000927",,407897,10537,"Tom Van Horn Moorehead","Q7817915","kg:/m/027m7l5",18494,,,,,,,,,,
"Morgan Moore Moulder","Morgan","Moulder","Moore",,,,,,"1904-08-31","M","M001045",,408012,6765,"Morgan M. Moulder","Q1755662","kg:/m/02rz7lv",18634,,,,,,,,,,
"Walter Mann Mumma","Walter","Mumma","Mann",,,,,,"1890-11-20","M","M001077",,408042,6795,"Walter M. Mumma","Q7965521","kg:/m/0dzwjw",18673,,,,,,,,,,
"Maurice J. Murphy","Maurice","Murphy","J.",,"Jr.",,,,"1927-10-03","M","M001100",,408064,10815,"Maurice J. Murphy Jr.","Q5997815","kg:/m/08v652",,,,,,,,,,,
"Catherine Dorris Norrell","Catherine","Norrell","Dorris",,,,,,"1901-03-30","F","N000136",,408220,10541,"Catherine Dorris Norrell","Q1050956","kg:/m/02rhc__",19000,,,,,,,,,,
"William Frank Norrell","William","Norrell","Frank",,,,,,"1896-08-29","M","N000137",,408221,6958,"William F. Norrell","Q1304717","kg:/m/02rj_hg",19001,,,,,,,,,,
"Morris Blaine Peterson","Morris","Peterson","Blaine",,,,,,"1906-03-26","M","P000264",,408665,10544,"M. Blaine Peterson","Q1880757","kg:/m/02rm41t",19604,,,,,,,,,,
"Gracie Bowers Pfost","Gracie","Pfost","Bowers",,,,,,"1906-03-12","F","P000287",,408687,7392,"Gracie Pfost","Q1541112","kg:/m/07kkz_",19633,,,,,,,,,,
"Louis Charles Rabaut","Louis","Rabaut","Charles",,,,,,"1886-12-05","M","R000001",,408985,7682,"Louis C. Rabaut","Q1564503","kg:/m/027c1fg",20075,,,,,,,,,,
"John Henry Ray","John","Ray","Henry",,,,,,"1886-09-27","M","R000077",,409057,7749,"John H. Ray","Q3332144","kg:/m/0kt1z2",20177,,,,,,,,,,
"Robert Thaddeus McLoskey","Robert","McLoskey","Thaddeus",,,,,,"1907-06-26","M","M000558",,407550,10608,"Robert T. McLoskey","Q7350240","kg:/m/02rkcq_",18024,,,,,,,,,,
"Samuel Taliaferro Rayburn","Samuel","Rayburn","Taliaferro",,,,,,"1882-01-06","M","R000082",,409062,7753,"Sam Rayburn","Q1378052","kg:/m/024zwq",20184,,,,,,,,,,
"Brazilla Carroll Reece","Brazilla","Reece","Carroll",,,,,,"1889-12-22","M","R000108",,409088,7777,"B. Carroll Reece","Q903196","kg:/m/0kzh1",20214,,,,,,,,,,
"Louise Goff Reece","Louise","Reece","Goff",,,,,,"1898-11-06","F","R000109",,409089,10547,"Louise Goff Reece","Q1574095","kg:/m/0cxb8r",20216,,,,,,,,,,
"Corinne Boyd Riley","Corinne","Riley","Boyd",,,,,,"1893-07-04","F","R000259",,409234,10549,"Corinne Boyd Riley","Q1132872","kg:/m/02wvl1s",20407,,,,,,,,,,
"John Jacob Riley","John","Riley","Jacob",,,,,,"1895-02-01","M","R000260",,409235,7908,"John J. Riley","Q1228596","kg:/m/02rtqp5",20408,,,,,,,,,,
"Absalom Willis Robertson","Absalom","Robertson","Willis",,,,,,"1887-05-27","M","R000317",,409288,7958,"Absalom Willis Robertson","Q331714","kg:/m/03zxp3",20478,,,,,,,,,,
"J. T. Rutherford","J.","Rutherford","T.",,,,,,"1921-05-30","M","R000547",,409503,8147,"J. T. Rutherford","Q1676413","kg:/m/02btcl",20755,,,,,,,,,,
"Leverett Saltonstall","Leverett","Saltonstall",,,,,,,"1892-09-01","M","S000021",,409540,8185,"Leverett Saltonstall","Q880369","kg:/m/038jjl",,,,,,,,,,,
"Alfred Edward Santangelo","Alfred","Santangelo","Edward",,,,,,"1912-06-04","M","S000057",,409571,8214,"Alfred E. Santangelo","Q4168579","kg:/m/0kt1zv",21203,,,,,,,,,,
"Dalip Singh Saund","Dalip","Saund","Singh",,,,,,"1899-09-20","M","S000075",,409587,8225,"Dalip Singh Saund","Q1157945","kg:/m/07pbwp",21228,,,,,,,,,,
"Gordon Harry Scherer","Gordon","Scherer","Harry",,,,,,"1906-12-26","M","S000120",,409628,8260,"Gordon H. Scherer","Q1538021","kg:/m/03dmpf",21285,,,,,,,,,,
"Andrew Frank Schoeppel","Andrew","Schoeppel","Frank",,,,,,"1894-11-23","M","S000138",,409646,8270,"Andrew Frank Schoeppel","Q187983","kg:/m/03cxnr",,,,,,,,,,,
"William Warren Scranton","William","Scranton","Warren",,,,,,"1917-07-19","M","S000193",,409698,10558,"William Scranton","Q880776","kg:/m/050vbt",21377,,,,,,,,,,
"Horace Seely-Brown","Horace","Seely-Brown",,,"Jr.",,,,"1908-05-12","M","S000224",,409729,8346,"Horace Seely-Brown Jr.","Q1627908","kg:/m/092_2w",21413,,,,,,,,,,
"Frank Ellis Smith","Frank","Smith","Ellis",,,,,,"1918-02-21","M","S000533",,410016,8616,"Frank E. Smith","Q1443183","kg:/m/02rtncx",21798,,,,,,,,,,
"Brent Spence","Brent","Spence",,,,,,,"1874-12-24","M","S000717",,410187,8778,"Brent Spence","Q909840","kg:/m/0fx01v",22023,,,,,,,,,,
"Carl Atwood Elliott","Carl","Elliott","Atwood",,,,,,"1913-12-20","M","E000120",,403811,2909,"Carl Elliott","Q579660","kg:/m/07lrpq",12742,,,,,,,,,,
"John Taber","John","Taber",,,,,,,"1880-05-05","M","T000001",,410591,9144,"John Taber","Q6260150","kg:/m/0bpr2v",22633,,,,,,,,,,
"Stewart Lee Udall","Stewart","Udall","Lee",,,,,,"1920-01-31","M","U000002",,411026,9549,"Stewart Udall","Q1347844","kg:/m/036sz1",20827,,,,,,,,,,
"James Edward Van Zandt","James","Van Zandt","Edward",,,,,,"1898-12-18","M","V000069",,411111,9645,"James E. Van Zandt","Q6133235","kg:/m/0dp9mf",20957,,,,,,,,,,
"Phillip Hart Weaver","Phillip","Weaver","Hart",,,,,,"1919-04-09","M","W000228",,411396,9895,"Phillip Hart Weaver","Q648482","kg:/m/0brd77",23491,,,,,,,,,,
"Jessica McCullough Weis","Jessica","Weis","McCullough",,,,,,"1901-07-08","F","W000256",,411424,9920,"Jessica M. Weis","Q6187332","kg:/m/0h1mfg",23524,,,,,,,,,,
"Herbert Zelenko","Herbert","Zelenko",,,,,,,"1906-03-16","M","Z000003",,411996,10464,"Herbert Zelenko","Q5735995","kg:/m/0ddcgj",21113,,,,,,,,,,
"John Fitzgerald Kennedy","John","Kennedy","Fitzgerald",,,,,,"1917-05-29","M","K000107",,406274,5180,"John F. Kennedy","Q9696","kg:/m/0d3k14",7707,,,,,,,,,,
"Joseph H. Bottum","Joseph","Bottum","H.",,,,,,"1903-08-07","M","B000656",,401619,10801,"Joseph H. Bottum","Q1707152","kg:/m/05y7kl",,,,,,,,,,,
"Edwin Leard Mechem","Edwin","Mechem","Leard",,,,,,"1912-07-02","M","M000623",,407612,10811,"Edwin L. Mechem","Q375358","kg:/m/08ccgn",,,,,,,,,,,
"Milward Lee Simpson","Milward","Simpson","Lee",,,,,,"1897-11-12","M","S000434",,409928,10820,"Milward Simpson","Q881641","kg:/m/08cchp",,,,,,,,,,,
"Homer E. Abele","Homer","Abele","E.",,,,,,"1916-11-21","M","A000011",,400674,10568,"Pete Abele","Q7171818","kg:/m/03q9hb",8263,,,,,,,,,,
"Bruce Reynolds Alger","Bruce","Alger","Reynolds",,,,,,"1918-06-12","M","A000106",,400764,93,"Bruce Alger","Q991452","kg:/m/0c4v9n",8406,,,,,,,,,,
"James Coats Auchincloss","James","Auchincloss","Coats",,,,,,"1885-01-19","M","A000227",,400986,291,"James C. Auchincloss","Q1680094","kg:/m/072180",8581,,,,,,,,,,
"William Henry Avery","William","Avery","Henry",,,,,,"1911-08-11","M","A000228",,400997,301,"William H. Avery (politician)","Q377762","kg:/m/03dq8r",8583,,,,,,,,,,
"Howard Henry Baker","Howard","Baker","Henry",,,,,,"1902-01-12","M","B000062",,401066,364,"Howard Baker Sr.","Q1631826","kg:/m/045cg_",8852,,,,,,,,,,
"Irene Bailey Baker","Irene","Baker","Bailey",,,,,,"1901-11-17","F","B000064",,401068,10570,"Irene Baker","Q515131","kg:/m/045csv",8855,,,,,,,,,,
"Robert Raymond Barry","Robert","Barry","Raymond",,,,,,"1915-05-15","M","B000190",,401189,476,"Robert R. Barry","Q7349084","kg:/m/0kswwy",9017,,,,,,,,,,
"Frank John Becker","Frank","Becker","John",,,,,,"1899-08-27","M","B000292",,401285,563,"Frank J. Becker","Q1443482","kg:/m/0kswp3",9155,,,,,,,,,,
"Ralph Frederick Beermann","Ralph","Beermann","Frederick",,,,,,"1912-08-13","M","B000310",,401302,10504,"Ralph F. Beermann","Q2129592","kg:/m/0b4l3h",9177,,,,,,,,,,
"Patrick Minor Martin","Patrick","Martin","Minor",,,,,,"1924-11-25","M","M000197",,407217,10604,"Patrick M. Martin","Q2057780","kg:/m/02rjxy8",17565,,,,,,,,,,
"Harold Martin Ryan","Harold","Ryan","Martin",,,,,,"1911-02-06","M","R000556",,409512,10554,"Harold M. Ryan","Q118447","kg:/m/02q62tl",20764,,,,,,,,,,
"John Bonifas Bennett","John","Bennett","Bonifas",,,,,,"1904-01-10","M","B000377",,401369,639,"John B. Bennett","Q1268044","kg:/m/03z536",9266,,,,,,,,,,
"Oliver Payne Bolton","Oliver","Bolton","Payne",,,,,,"1917-02-22","M","B000608",,401576,838,"Oliver P. Bolton","Q7087731","kg:/m/03dn4y",9568,,,,,,,,,,
"Daniel Baugh Brewster","Daniel","Brewster","Baugh",,,,,,"1923-11-23","M","B000813",,401770,1018,"Daniel Brewster","Q1160178","kg:/m/050dzl",9831,,,,,,,,,,
"James Edward Bromwell","James","Bromwell","Edward",,,,,,"1920-03-26","M","B000867",,401824,10506,"James E. Bromwell","Q1668494","kg:/m/02rk7nc",9900,,,,,,,,,,
"Donald Cogley Bruce","Donald","Bruce","Cogley",,,,,,"1921-04-27","M","B000969",,401921,10507,"Donald C. Bruce","Q1239740","kg:/m/02rkfkf",10031,,,,,,,,,,
"Charles Anthony Buckley","Charles","Buckley","Anthony",,,,,,"1890-06-23","M","B001024",,401974,1205,"Charles A. Buckley","Q5074810","kg:/m/0kswrd",10100,,,,,,,,,,
"Everett Glen Burkhalter","Everett","Burkhalter","Glen",,,,,,,"M","B001104",,402049,10575,"Everett G. Burkhalter","Q1382000","kg:/m/074lg5",10199,,,,,,,,,,
"Clarence Andrew Cannon","Clarence","Cannon","Andrew",,,,,,"1879-04-11","M","C000117",,402268,1479,"Clarence Cannon","Q163179","kg:/m/09zmnd",10594,,,,,,,,,,
"Frank Carlson","Frank","Carlson",,,,,,,"1893-01-23","M","C000154",,402303,1510,"Frank Carlson","Q366388","kg:/m/03cxq3",10646,,,,,,,,,,
"John Edgar Chenoweth","John","Chenoweth","Edgar",,,,,,"1897-08-17","M","C000346",,402485,1684,"John Chenoweth","Q1699606","kg:/m/07l4pm",10887,,,,,,,,,,
"Joseph Sill Clark","Joseph","Clark","Sill",,,,,,"1901-10-21","M","C000444",,402582,1776,"Joseph S. Clark Jr.","Q5609429","kg:/m/03ww2x",,,,,,,,,,,
"Clifford Davis","Clifford","Davis",,,,,,,"1897-11-18","M","D000094",,403231,2376,"Clifford Davis (politician)","Q1101243","kg:/m/0cy43h",11946,,,,,,,,,,
"Steven Boghos Derounian","Steven","Derounian","Boghos",,,,,,"1918-04-06","M","D000266",,403402,2523,"Steven Derounian","Q7614630","kg:/m/078xlp",12158,,,,,,,,,,
"Everett McKinley Dirksen","Everett","Dirksen","McKinley",,,,,,"1896-01-04","M","D000360",,403477,2609,"Everett Dirksen","Q1382002","kg:/m/0q43q",12276,,,,,,,,,,
"Clyde Gilman Doyle","Clyde","Doyle","Gilman",,,,,,"1887-07-11","M","D000481",,403590,2713,"Clyde Doyle","Q1103618","kg:/m/0dh10_",12434,,,,,,,,,,
"James Howard Edmondson","James","Edmondson","Howard",,,,,,"1925-09-27","M","E000055",,403750,10803,"J. Howard Edmondson","Q888066","kg:/m/07tsts",,,,,,,,,,,
"Herbert Sanford Walters","Herbert","Walters","Sanford",,,,,,"1891-11-17","M","W000110",,411288,10825,"Herbert S. Walters","Q376857","kg:/m/042vsw",,,,,,,,,,,
"Antonio Fernós-Isern","Antonio","Fernós-Isern",,,,,,,"1895-05-10","M","F000087",,404045,,"Antonio Fernós-Isern","Q1674186","kg:/m/0408jr",13079,,,,,,,,,,
"Edward Rowan Finnegan","Edward","Finnegan","Rowan",,,,,,"1905-06-05","M","F000135",,404090,10518,"Edward Rowan Finnegan","Q5345123","kg:/m/07c7_m",13140,,,,,,,,,,
"Elijah Lewis Forrester","Elijah","Forrester","Lewis",,,,,,"1896-08-16","M","F000283",,404233,3286,"Tic Forrester","Q1329407","kg:/m/02rl0tw",13329,,,,,,,,,,
"Julian Vaughan Gary","Julian","Gary","Vaughan",,,,,,"1892-02-25","M","G000091",,404463,3499,"J. Vaughan Gary","Q1676422","kg:/m/02vp0cl",13675,,,,,,,,,,
"Leon Harry Gavin","Leon","Gavin","Harry",,,,,,"1893-02-25","M","G000102",,404474,3510,"Leon H. Gavin","Q6524666","kg:/m/0dxxp7",13689,,,,,,,,,,
"Thomas Ponce Gill","Thomas","Gill","Ponce",,,,,,"1922-04-21","M","G000192",,404557,10589,"Thomas Gill (politician)","Q2426583","kg:/m/03f4q9",13808,,,,,,,,,,
"Milton Willits Glenn","Milton","Glenn","Willits",,,,,,"1903-06-18","M","G000237",,404599,3629,"Milton W. Glenn","Q1935948","kg:/m/02rv3w2",13864,,,,,,,,,,
"George McInvale Grant","George","Grant","McInvale",,,,,,"1897-07-11","M","G000381",,404732,3754,"George M. Grant","Q1507818","kg:/m/02rk1nx",14043,,,,,,,,,,
"William Joseph Green","William","Green","Joseph",,"Jr.",,,,"1910-03-05","M","G000421",,404769,3785,"William J. Green Jr.","Q13219635","kg:/m/0djcwp",14100,,,,,,,,,,
"Ernest Gruening","Ernest","Gruening",,,,,,,"1887-02-06","M","G000508",,404853,3864,"Ernest Gruening","Q878956","kg:/m/01yx0n",,,,,,,,,,,
"Ralph R. Harding","Ralph","Harding","R.",,,,,,"1929-09-09","M","H000191",,405072,10524,"Ralph R. Harding","Q2129756","kg:/m/0d5c8p",14522,,,,,,,,,,
"Carl Trumbull Hayden","Carl","Hayden","Trumbull",,,,,,"1877-10-02","M","H000385",,405253,4227,"Carl Hayden","Q963401","kg:/m/02rzt9",14756,,,,,,,,,,
"James Christopher Healey","James","Healey","Christopher",,,,,,"1909-12-24","M","H000424",,405290,4262,"James C. Healey","Q6130727","kg:/m/08ks_s",14803,,,,,,,,,,
"Robert Witherspoon Hemphill","Robert","Hemphill","Witherspoon",,,,,,"1915-05-10","M","H000471",,405334,4299,"Robert W. Hemphill","Q521601","kg:/m/02vp04c",14866,,,,,,,,,,
"Bourke Blakemore Hickenlooper","Bourke","Hickenlooper","Blakemore",,,,,,"1896-07-21","M","H000559",,405421,4382,"Bourke B. Hickenlooper","Q886018","kg:/m/01z71j",,,,,,,,,,,
"Joseph Lister Hill","Joseph","Hill","Lister",,,,,,"1894-12-29","M","H000598",,405460,4418,"J. Lister Hill","Q351873","kg:/m/03glm7",15026,,,,,,,,,,
"Clifford Guy McIntire","Clifford","McIntire","Guy",,,,,,"1908-05-04","M","M000478",,407475,6276,"Clifford McIntire","Q1101299","kg:/m/02wyyzj",17923,,,,,,,,,,
"Charles Bernard Hoeven","Charles","Hoeven","Bernard",,,,,,"1895-03-30","M","H000678",,405531,4482,"Charles B. Hoeven","Q1063638","kg:/m/02rk779",15123,,,,,,,,,,
"Elmer Joseph Hoffman","Elmer","Hoffman","Joseph",,,,,,"1899-07-07","M","H000684",,405537,4488,"Elmer J. Hoffman","Q5366585","kg:/m/02rkyyr",15131,,,,,,,,,,
"Walter Franklin Horan","Walter","Horan","Franklin","Walt",,,,,"1898-10-15","M","H000786",,405636,4579,"Walt Horan","Q2543308","kg:/m/0kt484",15256,,,,,,,,,,
"George Huddleston","George","Huddleston",,,"Jr.",,,,"1920-03-19","M","H000904",,405750,4686,"George Huddleston Jr.","Q277304","kg:/m/02ql1ty",15402,,,,,,,,,,
"Benton Franklin Jensen","Benton","Jensen","Franklin",,,,,,"1892-12-16","M","J000100",,406002,4928,"Ben F. Jensen","Q816480","kg:/m/02rl0vk",15819,,,,,,,,,,
"August Edgar Johansen","August","Johansen","Edgar",,,,,,"1905-07-21","M","J000109",,406011,4935,"August E. Johansen","Q761153","kg:/m/02847th",15829,,,,,,,,,,
"Lester Roland Johnson","Lester","Johnson","Roland",,,,,,"1901-06-16","M","J000158",,406056,4977,"Lester Johnson (politician)","Q1656018","kg:/m/02vrqcc",15891,,,,,,,,,,
"Olin DeWitt Talmadge Johnston","Olin","Johnston","DeWitt Talmadge",,,,,,"1896-11-18","M","J000195",,406090,5009,"Olin D. Johnston","Q357511","kg:/m/061pq7",,,,,,,,,,,
"Maude Elizabeth Kee","Maude","Kee","Elizabeth",,,,,,"1895-06-07","F","K000040",,406210,5118,"Elizabeth Kee","Q675570","kg:/m/02pnztw",16128,,,,,,,,,,
"Clarence Evans Kilburn","Clarence","Kilburn","Evans",,,,,,"1893-04-13","M","K000170",,406334,5235,"Clarence E. Kilburn","Q5126492","kg:/m/0ksx01",16289,,,,,,,,,,
"Joe Madison Kilgore","Joe","Kilgore","Madison",,,,,,"1918-12-10","M","K000177",,406340,5241,"Joe M. Kilgore","Q1691507","kg:/m/02rvb35",16298,,,,,,,,,,
"Victor Alfred Knox","Victor","Knox","Alfred",,,,,,"1899-01-13","M","K000298",,406454,5349,"Victor A. Knox","Q2522166","kg:/m/0289649",16453,,,,,,,,,,
"Thomas Henry Kuchel","Thomas","Kuchel","Henry",,,,,,"1910-08-15","M","K000335",,406489,5372,"Thomas Kuchel","Q344538","kg:/m/03jlg5",,,,,,,,,,,
"Richard Estep Lankford","Richard","Lankford","Estep",,,,,,"1914-07-22","M","L000081",,406590,5463,"Richard Lankford","Q2045569","kg:/m/08zz5m",16692,,,,,,,,,,
"Frank John Lausche","Frank","Lausche","John",,,,,,"1895-11-14","M","L000122",,406628,5500,"Frank Lausche","Q888606","kg:/m/033ssy",,,,,,,,,,,
"John Lesinski","John","Lesinski",,,"Jr.",,,,"1914-12-28","M","L000252",,406755,5617,"John Lesinski Jr.","Q1662994","kg:/m/02pkyss",16905,,,,,,,,,,
"Roland Victor Libonati","Roland","Libonati","Victor",,,,,,"1900-12-29","M","L000299",,406794,5654,"Roland V. Libonati","Q7360466","kg:/m/02rkcrp",16964,,,,,,,,,,
"Edward Vaughn Long","Edward","Long","Vaughn",,,,,,"1908-07-18","M","L000415",,406906,5756,"Edward V. Long","Q1293946","kg:/m/08z75j",,,,,,,,,,,
"George Meader","George","Meader",,,,,,,"1907-09-13","M","M000620",,407609,6399,"George Meader","Q1470415","kg:/m/027l63h",18100,,,,,,,,,,
"William Edward Miller","William","Miller","Edward",,,,,,"1914-03-22","M","M000762",,407740,6516,"William E. Miller","Q1383137","kg:/m/01ssrn",18283,,,,,,,,,,
"William H. Milliken","William","Milliken","H.",,"Jr.",,,,"1897-08-19","M","M000770",,407748,6524,"William H. Milliken, Jr.","Q8010514","kg:/m/0dzrrc",18293,,,,,,,,,,
"Almer Stillwell Mike Monroney","Almer","Monroney","Stillwell Mike",,,,,,"1902-03-02","M","M000859",,407832,6597,"Mike Monroney","Q279157","kg:/m/08z7ck",18412,,,,,,,,,,
"Wayne Lyman Morse","Wayne","Morse","Lyman",,,,,,"1900-10-20","M","M001014",,407981,6738,"Wayne Morse","Q676399","kg:/m/026g24",,,,,,,,,,,
"Thruston Ballard Morton","Thruston","Morton","Ballard",,,,,,"1907-08-19","M","M001022",,407989,6745,"Thruston Ballard Morton","Q2429723","kg:/m/03g18m",18607,,,,,,,,,,
